PositionQuantity,AvgPrice,Return,Capital,MarketPrice
75.0,273.51921305338544,-6296.433898925781,79527.45837402344,273.89990234375
96.0,273.6024888356527,-5751.89794921875,73775.56042480469,273.8599853515625
116.0,273.64688478667165,-5477.19970703125,68298.36071777344,274.1449890136719
134.0,273.7137943097015,-4934.609802246094,63363.750915527344,274.1300048828125
151.0,273.76065245369415,-4660.2100830078125,58703.54083251953,274.44000244140625
167.0,273.8257398776666,-4391.0400390625,54312.50079345703,274.510009765625
181.0,273.8786668303263,-3843.14013671875,50469.36065673828,274.5400085449219
90.0,273.8786668303263,24983.14077758789,75452.50143432617,274.3399963378906
45.0,273.8786668303263,12345.299835205078,87797.80126953125,274.05999755859375
22.0,273.8786668303263,6303.379943847656,94101.1812133789,274.3949890136719
11.0,273.8786668303263,3018.3448791503906,97119.5260925293,274.6499938964844
5.0,273.8786668303263,1647.8999633789062,98767.4260559082,274.4800109863281
2.0,273.8786668303263,823.4400329589844,99590.86608886719,273.9200134277344
1.0,273.8786668303263,273.9200134277344,99864.78610229492,274.4700927734375
0.0,0.0,274.4700927734375,100139.25619506836,273.8999938964844
0.0,0.0,0.0,100139.25619506836,273.9436950683594
27.0,273.9436950683594,-7396.479766845703,92742.77642822266,273.73040771484375
52.0,273.84115307147687,-6843.260192871094,85899.51623535156,273.6300964355469
75.0,273.77642903645835,-6293.492218017578,79606.02401733398,273.5799865722656
96.0,273.7334572474162,-5745.179718017578,73860.8442993164,273.9150085449219
116.0,273.764759195262,-5478.3001708984375,68382.54412841797,273.875
134.0,273.77956766157007,-4929.75,63452.79412841797,273.760009765625
151.0,273.77736577924514,-4653.920166015625,58798.873962402344,273.4599914550781
167.0,273.74695865836685,-4375.35986328125,54423.514099121094,274.1000061035156
181.0,273.7742661955607,-3837.4000854492188,50586.114013671875,273.5450134277344
194.0,273.75890389668575,-3556.085174560547,47030.02883911133,273.7250061035156
206.0,273.7569292679574,-3284.7000732421875,43745.32876586914,273.69000244140625
217.0,273.7535366638465,-3010.5900268554688,40734.73873901367,273.7850036621094
228.0,273.7550548084995,-3011.635040283203,37723.10369873047,273.5799865722656
238.0,273.7476990002544,-2735.7998657226562,34987.30383300781,273.5199890136719
247.0,273.7394018752372,-2461.679901123047,32525.623931884766,273.28509521484375
